Bank_Balance,Investment_Amount,Expenses,Transactions,Company_Name,Successful_Investment,Failed_Investment
737383,405403,484754,32,TCS,1,0
1234161,25449,368928,2,HDFC,1,0
788160,361819,422436,88,HUL,1,0
1465536,13105,493500,10,Bajaj,1,0
1089584,334987,411280,81,ICICI,1,0
1845237,202727,108076,55,HUL,1,0
1519999,146781,388506,33,HDFC,1,0
985227,225266,468341,10,ICICI,1,0
458394,139056,129855,18,ICICI,1,0
1139486,136349,14084,85,Bajaj,1,0
739714,349315,423564,15,HDFC,1,0
1330968,385812,74888,69,Maruti,1,0
1216600,63674,75763,3,Reliance,1,0
772056,231803,345761,81,Bajaj,1,0
1548360,263018,413155,48,Reliance,1,0
1879526,152250,91235,75,Bajaj,1,0
1744638,10168,477957,23,TCS,1,0
827806,351983,241247,55,TCS,1,0
412691,11597,237050,14,Infosys,1,0
1118109,457867,433658,65,Reliance,1,0
987268,72594,284907,30,Maruti,1,0
1956514,3753,333298,85,ICICI,1,0
869697,141796,172269,80,Wipro,1,0
1002294,482508,435682,18,Infosys,1,0
803137,252252,93005,95,SBI,1,0
1823355,101772,292415,7,SBI,1,0
1533544,374223,365445,26,Maruti,1,0
303216,155140,334884,70,HUL,0,1
1355517,132827,477178,55,ICICI,1,0
744525,131675,200029,59,Infosys,1,0
1001477,54349,50508,68,TCS,1,0
1293993,157225,8628,99,HUL,1,0
185008,36434,289452,75,SBI,0,1
178284,479409,312586,29,Bajaj,0,1
564116,9714,51926,54,Maruti,1,0
495490,324344,456608,69,HUL,1,0
1035048,288259,379508,18,HUL,1,0
151272,38435,34933,50,ICICI,1,0
1228925,237220,448922,83,Maruti,1,0
1173393,112348,494592,15,Maruti,1,0
1336853,333900,61621,64,Infosys,1,0
625483,198385,232778,28,Reliance,1,0
329055,307701,364454,79,ICICI,0,1
813504,289174,357627,91,Maruti,1,0
1364318,446834,417453,41,ICICI,1,0
552829,81514,212681,13,ICICI,1,0
1334025,466002,110986,66,TCS,1,0
34551,177535,60600,70,Bajaj,0,1
1203410,342724,115931,73,Reliance,1,0
1243913,139099,148605,55,HUL,1,0
1197708,252209,363449,98,HUL,1,0
223757,268642,230724,9,ICICI,0,1
957260,444047,324916,57,Reliance,1,0
724460,266013,288397,23,TCS,1,0
1399290,117377,463591,94,ICICI,1,0
522390,339817,118210,54,Infosys,1,0
868263,115655,65880,97,HDFC,1,0
819609,37759,100061,5,HDFC,1,0
340668,335298,351659,42,Infosys,0,1
469417,67943,489990,20,HDFC,0,1
1391231,20974,65754,31,ICICI,1,0
1472384,179446,476805,65,Wipro,1,0
750550,217574,72637,47,Wipro,1,0
22409,408138,429726,43,TCS,0,1
1374603,142779,350851,58,Bajaj,1,0
1468385,337773,36093,24,ICICI,1,0
945826,345099,323623,6,TCS,1,0
355755,391114,66609,73,Reliance,0,1
1843622,489848,379585,86,Reliance,1,0
1479850,135048,433135,85,SBI,1,0
1729979,4411,298725,83,ICICI,1,0
1415219,478161,102975,57,HUL,1,0
714014,284020,244729,53,TCS,1,0
1580140,182261,164944,58,HDFC,1,0
1661330,364246,129194,38,HUL,1,0
1525934,243509,29266,76,HUL,1,0
767741,46192,181235,76,Maruti,1,0
812483,452205,266313,72,ICICI,1,0
710982,97858,258605,75,HDFC,1,0
1564186,414934,196286,10,Reliance,1,0
657369,110603,251040,40,HUL,1,0
432958,21187,17778,11,Bajaj,1,0
809573,246319,309141,65,ICICI,1,0
1576081,157935,206881,75,Wipro,1,0
1828644,8556,3330,13,Infosys,1,0
1897711,264258,327237,91,Infosys,1,0
1424230,332168,238153,59,Wipro,1,0
814619,29862,67008,93,Bajaj,1,0
998585,52880,141168,69,Infosys,1,0
379561,477172,26262,50,TCS,0,1
1777407,325864,154226,29,HUL,1,0
1857909,421520,227899,12,Wipro,1,0
1075408,489713,159497,54,HDFC,1,0
854638,144080,139495,36,Maruti,1,0
1301526,191771,436674,99,Infosys,1,0
1191057,123000,78532,2,Bajaj,1,0
1144146,81095,467052,78,Wipro,1,0
478906,366531,296073,94,Wipro,1,0
1009278,213885,115796,42,SBI,1,0
1066631,401809,375671,47,Reliance,1,0
1839398,29767,72011,38,Wipro,1,0
929275,418317,217554,82,HDFC,1,0
628792,15558,337014,26,Wipro,1,0
775134,245908,476300,17,HUL,1,0
1455500,134830,354978,76,ICICI,1,0
1891133,166404,302579,72,HUL,1,0
1512130,18642,135990,26,SBI,1,0
1113390,106477,211643,50,HUL,1,0
101134,498008,89048,15,Infosys,0,1
1286480,353168,476178,17,Bajaj,1,0
654426,451414,100448,94,HDFC,1,0
891320,409760,414830,22,Maruti,1,0
564949,141108,178258,16,Bajaj,1,0
1819101,450385,460928,27,ICICI,1,0
1440599,463821,83321,52,HUL,1,0
583554,174862,460448,57,Reliance,1,0
1894505,68361,397296,60,Infosys,1,0
1758912,162150,469092,27,SBI,1,0
665663,294339,384371,84,TCS,1,0
38410,97617,415258,97,Reliance,0,1
948906,39914,301904,59,SBI,1,0
650599,257813,374537,54,ICICI,1,0
536686,354907,147468,81,ICICI,1,0
72417,111687,82290,44,Infosys,0,1
1140634,173338,348930,90,Maruti,1,0
1242654,435954,176194,87,Reliance,1,0
232424,468519,425021,56,TCS,0,1
945750,473147,289790,82,HDFC,1,0
1784166,180315,273152,58,HUL,1,0
120823,91293,342636,63,Wipro,0,1
1171577,458063,224405,37,ICICI,1,0
1645202,113542,431818,41,TCS,1,0
1111785,259973,129323,40,SBI,1,0
186947,155378,233888,23,Infosys,0,1
1993679,201307,30420,6,HDFC,1,0
1375957,120837,70370,32,Bajaj,1,0
558460,209449,49296,18,Reliance,1,0
202385,4416,219693,52,TCS,0,1
1297822,289303,349428,24,ICICI,1,0
311250,414526,167221,50,SBI,0,1
122086,181895,327492,7,TCS,0,1
1374063,321550,266305,16,SBI,1,0
1827251,162913,128437,48,HDFC,1,0
977068,132831,460613,77,Maruti,1,0
1962943,28825,394437,19,Wipro,1,0
66754,309460,482772,93,Wipro,0,1
1420976,400792,235800,70,ICICI,1,0
439283,375860,24712,80,HUL,1,0
392639,207504,373697,75,Infosys,1,0
1218367,494943,393103,32,HUL,1,0
534288,391220,266227,74,SBI,1,0
586294,342227,221862,54,Reliance,1,0
679620,62557,348930,40,Wipro,1,0
760965,65981,482221,71,TCS,1,0
1953049,68589,286336,17,TCS,1,0
1285462,283795,494222,3,Maruti,1,0
627345,330318,427048,36,HDFC,1,0
364522,196214,83177,99,TCS,1,0
281163,400417,420910,33,Reliance,0,1
1145094,54815,428541,69,ICICI,1,0
681849,331441,474066,94,Infosys,1,0
529860,225801,353498,53,HUL,1,0
1145168,236952,89682,41,Wipro,1,0
625946,279866,27652,41,Bajaj,1,0
822844,167515,43166,78,SBI,1,0
940943,49020,22289,38,SBI,1,0
176170,182995,45170,95,Infosys,0,1
647883,91063,128437,67,ICICI,1,0
1481659,278756,283150,56,Bajaj,1,0
1729740,173496,71939,46,Maruti,1,0
764949,365675,195199,85,HDFC,1,0
1778193,18085,34688,56,Infosys,1,0
1154759,42092,390945,19,Maruti,1,0
1696663,290042,201577,29,HDFC,1,0
296734,363066,211248,92,ICICI,0,1
579462,7717,458478,98,Reliance,1,0
1015375,145259,297901,15,TCS,1,0
454367,80013,103318,2,Reliance,1,0
1769336,206233,145976,74,HUL,1,0
856650,14570,486163,100,Maruti,1,0
704843,199701,122619,97,Reliance,1,0
835224,316546,166627,45,ICICI,1,0
479516,449210,63955,21,Maruti,1,0
1927830,169797,143619,16,ICICI,1,0
450852,63755,41901,5,Bajaj,1,0
1659196,378227,465979,67,Maruti,1,0
1581873,41781,134925,40,HDFC,1,0
1539725,297251,59242,93,SBI,1,0
380746,467201,321127,59,Infosys,0,1
454799,257194,279397,92,ICICI,1,0
1974606,335079,365755,98,HDFC,1,0
278787,477134,319991,42,SBI,0,1
316305,205598,108759,23,Bajaj,1,0
1619396,417005,255275,97,HUL,1,0
1718551,389075,56869,62,HDFC,1,0
1674067,361553,366694,98,ICICI,1,0
1141166,58979,236292,63,TCS,1,0
1526364,42948,156692,57,HUL,1,0
1428087,286530,23524,73,Bajaj,1,0
1653948,394454,290981,96,Infosys,1,0
1901518,323105,338035,33,TCS,1,0
987462,32436,473888,38,ICICI,1,0
1899115,306911,360955,20,Maruti,1,0
1542217,87629,365536,63,HUL,1,0
619658,337584,366813,35,Maruti,1,0
1956846,21188,135343,25,TCS,1,0
638296,437142,216802,20,HUL,1,0
1944453,227955,199743,41,Infosys,1,0
1016421,162032,316407,28,Maruti,1,0
1733597,11019,70693,98,TCS,1,0
1516628,227313,195004,63,Infosys,1,0
496642,399336,463563,75,HDFC,1,0
1527747,471151,279579,100,Infosys,1,0
708912,371874,469968,34,SBI,1,0
1560375,190230,132973,61,Wipro,1,0
1360694,176018,150933,26,ICICI,1,0
23452,212678,497140,46,Maruti,0,1
1293695,254251,69808,63,HDFC,1,0
646040,82435,157867,86,ICICI,1,0
1573151,277939,168636,94,Bajaj,1,0
1126719,240848,429881,70,Wipro,1,0
1718130,47612,264910,43,HDFC,1,0
284778,231483,343371,26,Bajaj,0,1
862888,294424,119341,28,HDFC,1,0
1192620,449434,215539,25,Infosys,1,0
1813463,353317,253771,88,Wipro,1,0
1036840,96723,231547,3,HUL,1,0
1364283,61312,422483,55,Reliance,1,0
1982628,146623,409400,27,Infosys,1,0
1601800,243830,122637,43,Wipro,1,0
765372,228662,311638,26,ICICI,1,0
373845,436730,186589,83,Wipro,0,1
1994234,50990,149246,94,ICICI,1,0
521689,371765,470903,17,Wipro,1,0
1947332,321662,30512,15,Reliance,1,0
1954094,332551,455786,27,TCS,1,0
1855612,326419,283143,37,Infosys,1,0
353523,433383,221892,17,HDFC,0,1
1207488,453512,272421,10,Wipro,1,0
1027172,340454,185808,74,Bajaj,1,0
1156971,261810,170792,41,TCS,1,0
1837650,111298,155221,28,ICICI,1,0
1440033,119015,82842,49,HDFC,1,0
734858,408156,446643,49,ICICI,1,0
1120523,41041,471677,46,Maruti,1,0
1357716,369724,313944,100,ICICI,1,0
1172518,230275,119140,81,HDFC,1,0
1366886,240185,101966,68,Wipro,1,0
44640,83454,35931,34,HDFC,0,1
368536,54311,228816,58,SBI,1,0
1119336,377155,45618,15,HDFC,1,0
897323,53516,11648,2,Maruti,1,0
912039,206717,59108,96,HUL,1,0
735102,254249,270396,12,Maruti,1,0
284546,45601,372938,36,TCS,0,1
996276,360849,89104,92,Maruti,1,0
191836,59106,436847,54,Maruti,0,1
458766,349831,319133,86,HDFC,1,0
925938,134361,139857,99,Infosys,1,0
351038,484294,300941,50,HUL,0,1
407821,197746,98895,23,Infosys,1,0
455632,210358,309555,67,Bajaj,1,0
269502,213938,362469,60,TCS,0,1
1856202,464871,286120,74,Bajaj,1,0
133137,498273,211572,27,TCS,0,1
145643,209159,64270,17,HUL,0,1
476141,341959,66304,20,Bajaj,1,0
224142,296287,136609,5,TCS,0,1
1436563,122835,335368,39,Bajaj,1,0
397531,489637,186010,53,SBI,0,1
1816075,399964,407597,16,Infosys,1,0
1084443,252368,161731,22,SBI,1,0
397174,49074,59929,22,HUL,1,0
749133,209063,105887,42,HUL,1,0
1634756,354028,175467,85,Wipro,1,0
1565750,121817,381085,88,Infosys,1,0
1101650,358410,434637,99,Reliance,1,0
1065375,296824,91689,66,TCS,1,0
1126034,264734,235137,89,ICICI,1,0
1788142,415145,288889,80,HUL,1,0
635226,283095,205961,5,Reliance,1,0
1071125,204444,35428,9,Reliance,1,0
755540,171833,324187,50,HDFC,1,0
534870,234009,309109,24,SBI,1,0
1811192,36632,21532,62,ICICI,1,0
1673285,5499,406467,72,HDFC,1,0
1506453,330809,464207,45,Bajaj,1,0
1626104,40303,315141,5,HUL,1,0
1446119,156939,46529,36,SBI,1,0
742550,161501,335201,37,Reliance,1,0
1964612,414399,453556,11,HUL,1,0
884648,176258,285643,22,Infosys,1,0
1800163,95677,356290,57,HDFC,1,0
1736808,330047,109270,62,SBI,1,0
1574064,230332,209114,1,Bajaj,1,0
480268,65057,483231,80,Wipro,0,1
1852490,243821,82599,52,SBI,1,0
1909909,121294,40543,2,Infosys,1,0
1271868,476707,367385,28,TCS,1,0
460161,413087,389970,15,HDFC,1,0
981826,163527,240320,74,SBI,1,0
500459,321353,140242,37,ICICI,1,0
1432457,4898,103636,22,HUL,1,0
1066939,67492,274536,71,TCS,1,0
1310182,217491,134338,5,HUL,1,0
762355,300794,194495,76,Bajaj,1,0
488533,66079,264245,58,Bajaj,1,0
1562523,385094,38211,99,Maruti,1,0
362323,58362,50711,63,HUL,1,0
1878979,471925,182834,37,HDFC,1,0
783286,200699,456615,86,ICICI,1,0
1755515,476557,320348,26,Wipro,1,0
604963,489418,491515,93,Maruti,1,0
578410,115160,368494,78,HUL,1,0
515663,246366,130034,51,Reliance,1,0
1294028,127327,276230,13,Reliance,1,0
81213,364564,378727,30,Wipro,0,1
1496539,232187,344702,43,HDFC,1,0
92534,403999,137232,75,TCS,0,1
1123806,79549,68559,53,HUL,1,0
1842279,275090,119782,24,Infosys,1,0
497329,370173,162895,87,Wipro,1,0
1632488,325984,442379,73,ICICI,1,0
1517972,492825,216820,1,SBI,1,0
1322623,81309,191272,27,Infosys,1,0
854783,219233,339389,63,Maruti,1,0
103054,72833,461325,59,HUL,0,1
503456,159886,152773,6,HUL,1,0
1463171,279849,493402,15,TCS,1,0
1256785,81637,495927,78,HUL,1,0
662075,19499,69901,87,Infosys,1,0
606187,100150,94880,6,Maruti,1,0
192583,148382,356764,80,Maruti,0,1
1567378,248501,122743,67,Maruti,1,0
1148783,182513,474118,90,Wipro,1,0
1027783,367814,447594,34,Bajaj,1,0
181980,24067,257297,7,ICICI,0,1
291919,369636,417795,85,ICICI,0,1
1085424,74826,265849,87,Bajaj,1,0
1130049,131859,34192,46,Infosys,1,0
1257104,26100,173325,34,Bajaj,1,0
1507778,291133,57235,70,Wipro,1,0
1837972,386287,403258,58,Reliance,1,0
147266,91465,84337,11,HUL,1,0
1672289,21083,52480,98,Infosys,1,0
1466971,164324,464698,96,Bajaj,1,0
1237643,23288,227610,99,Maruti,1,0
1119688,10789,445594,17,SBI,1,0
38771,433501,127680,20,HUL,0,1
1139546,10833,377869,32,HDFC,1,0
571893,292468,250309,95,TCS,1,0
177757,41219,206586,62,Wipro,0,1
29840,18072,163279,89,Bajaj,0,1
558050,1885,226683,65,HDFC,1,0
1156627,232188,161884,56,TCS,1,0
1046783,68105,165837,92,TCS,1,0
168546,355069,39837,54,Wipro,0,1
1257452,149344,158224,83,Wipro,1,0
495025,461832,169746,96,Reliance,1,0
711870,355150,232137,26,Infosys,1,0
1356414,241208,113313,39,SBI,1,0
1691593,60536,117570,90,Infosys,1,0
849196,88032,409109,18,Infosys,1,0
989378,381071,364882,79,HDFC,1,0
1987128,409287,441532,52,Reliance,1,0
1560671,387166,58771,26,ICICI,1,0
1530994,264799,88151,17,Maruti,1,0
1590758,332219,194296,65,Infosys,1,0
92446,146295,494899,25,TCS,0,1
761088,343890,499765,69,SBI,1,0
1967239,372338,430566,99,HUL,1,0
1905863,184801,353515,8,Reliance,1,0
253862,73053,273450,94,Infosys,0,1
1958962,94699,186688,53,Bajaj,1,0
1165484,391753,465682,1,SBI,1,0
45352,206481,420173,72,SBI,0,1
1462782,402776,286354,45,ICICI,1,0
981658,329061,496123,91,Bajaj,1,0
540985,250811,381458,21,HDFC,1,0
195513,58869,263325,23,HUL,0,1
670418,115178,154836,27,Reliance,1,0
670929,255243,300903,89,Reliance,1,0
605740,393116,146905,42,Infosys,1,0
1336089,83515,327844,23,Infosys,1,0
837320,237818,135750,48,Maruti,1,0
1480478,499973,225052,66,Bajaj,1,0
1711113,118351,408394,6,HUL,1,0
468431,51703,377108,90,Reliance,1,0
1496885,424656,136073,26,Infosys,1,0
187331,127512,447687,87,HDFC,0,1
737695,171487,332089,9,Infosys,1,0
887286,351873,166349,2,Infosys,1,0
87266,16329,497791,3,Infosys,0,1
918071,489105,173746,6,HDFC,1,0
334122,94435,196172,74,Infosys,1,0
135926,145208,101560,40,SBI,0,1
1265185,206400,151487,11,SBI,1,0
1117535,492154,21556,3,Reliance,1,0
408991,432373,250717,85,HDFC,0,1
628221,463551,459658,93,SBI,1,0
1854945,72586,377077,52,Maruti,1,0
1366393,434599,115813,84,ICICI,1,0
1778340,219984,117515,42,Bajaj,1,0
1897298,8013,9921,77,Maruti,1,0
1656941,90773,219490,54,Infosys,1,0
1234481,54903,151116,4,ICICI,1,0
1154821,287373,200103,8,SBI,1,0
1505753,330925,91890,81,HDFC,1,0
1125767,486136,61892,4,Maruti,1,0
411368,483214,293021,87,Reliance,0,1
184899,55852,193687,73,Reliance,0,1
1474794,410031,204669,22,TCS,1,0
1357976,164812,141776,91,Infosys,1,0
906679,19001,486178,91,Wipro,1,0
1763178,312657,361493,76,Bajaj,1,0
834054,279014,477225,34,Infosys,1,0
704469,153041,160688,79,TCS,1,0
1442496,196439,370998,43,Wipro,1,0
541845,175054,49645,42,Wipro,1,0
469658,147968,232585,77,HUL,1,0
1880707,300124,341755,22,ICICI,1,0
1040969,408049,194981,92,Infosys,1,0
277556,242475,213782,90,ICICI,1,0
952877,461523,478830,98,HUL,1,0
1781536,49671,378319,77,Infosys,1,0
65899,180687,299358,33,ICICI,0,1
641856,104242,468473,23,Reliance,1,0
1057797,442678,27245,22,Maruti,1,0
206934,84750,337200,40,ICICI,0,1
1385146,69674,18651,74,SBI,1,0
1750426,465130,88093,77,ICICI,1,0
1739809,9682,266740,54,Infosys,1,0
1121122,255971,236805,61,ICICI,1,0
1827957,491787,194163,95,ICICI,1,0
630260,281280,221986,92,Infosys,1,0
1425384,248221,266863,27,Bajaj,1,0
751924,186222,347137,81,HUL,1,0
1127069,407358,303496,7,Maruti,1,0
1466953,294979,203823,49,TCS,1,0
1740510,220894,281331,37,SBI,1,0
826926,455215,71220,38,Bajaj,1,0
1524217,160072,98984,99,Maruti,1,0
306309,468863,419555,37,Reliance,0,1
1813679,421517,369470,42,HDFC,1,0
1775197,188862,263130,21,ICICI,1,0
1682101,341695,489048,27,SBI,1,0
1892271,187723,195362,85,HDFC,1,0
276109,112837,460011,40,TCS,0,1
948940,327783,58243,33,Maruti,1,0
940987,161344,145941,30,ICICI,1,0
1821737,233127,40120,33,Reliance,1,0
1169259,38481,447349,6,Reliance,1,0
989842,322308,65268,79,TCS,1,0
1404479,27557,203350,19,TCS,1,0
759963,388343,171145,67,Maruti,1,0
1871047,148916,382606,10,Infosys,1,0
651943,343552,140236,25,Maruti,1,0
1314760,80263,298692,4,Reliance,1,0
1843231,467484,171769,60,HUL,1,0
576137,456350,187874,23,TCS,1,0
1736825,123886,380319,24,Reliance,1,0
107025,326192,67854,45,Reliance,0,1
72659,296059,350386,68,SBI,0,1
1576823,479313,457290,47,Infosys,1,0
818538,3053,93753,84,Infosys,1,0
25604,469679,241864,75,TCS,0,1
109054,235705,205364,29,Wipro,0,1
610302,25504,271106,69,SBI,1,0
1138777,338231,24671,86,SBI,1,0
1332079,147005,68120,73,Infosys,1,0
1569475,84399,138981,90,ICICI,1,0
1047251,295213,239177,44,SBI,1,0
1026885,140615,90789,5,HDFC,1,0
1710659,291331,349186,84,HDFC,1,0
452420,293113,193995,81,Infosys,1,0
1747278,401370,17956,70,HDFC,1,0
608149,273778,142290,76,Wipro,1,0
926281,268336,59003,49,SBI,1,0
1877199,422718,316539,76,Infosys,1,0
610533,204937,156821,18,Reliance,1,0
1144104,243137,274857,84,ICICI,1,0
1390973,456482,242406,38,Wipro,1,0
1718810,7782,394683,74,SBI,1,0
1262883,183993,384514,19,Bajaj,1,0
462950,27251,95183,47,TCS,1,0
921831,204423,180225,63,HUL,1,0
1550668,2096,423460,56,HDFC,1,0
1253748,257878,280941,86,Infosys,1,0
1577064,66231,466197,93,Wipro,1,0
1992884,134849,363423,85,Reliance,1,0
1448019,340169,499888,99,Wipro,1,0
143987,460862,51518,51,TCS,0,1
140267,103414,336041,62,Maruti,0,1
43227,437903,361567,43,HDFC,0,1
17724,71483,379543,4,HUL,0,1
1881398,69627,221796,72,Reliance,1,0
1770534,285781,305944,13,SBI,1,0
1832174,317939,180588,35,HDFC,1,0
1703846,54636,385118,84,HDFC,1,0
672661,353805,364784,5,HDFC,1,0
1701670,254106,481217,15,Wipro,1,0
870934,278337,452564,50,HUL,1,0
1012454,244670,81153,1,Wipro,1,0
779746,417844,198889,11,Wipro,1,0
494191,417130,378197,34,Bajaj,1,0
1639584,183908,224785,16,TCS,1,0
148513,471053,154945,40,TCS,0,1
789203,349789,159373,57,HDFC,1,0
1415004,22917,477552,73,Bajaj,1,0
1427884,235026,23839,100,Bajaj,1,0
1368204,77885,466872,89,HDFC,1,0
1217989,169055,362770,23,Bajaj,1,0
1321840,269492,468452,42,HUL,1,0
1447981,431683,278931,5,Bajaj,1,0
803430,329503,444333,87,Wipro,1,0
1583083,27863,461253,8,Reliance,1,0
1149209,309023,327310,57,HUL,1,0
1776403,73505,155856,91,HDFC,1,0
1535677,398393,350012,65,Infosys,1,0
33950,26367,274110,2,Infosys,0,1
379875,3127,57229,14,HUL,1,0
905605,111424,218212,9,Maruti,1,0
1193465,99863,402308,28,HDFC,1,0
830604,397311,381479,29,SBI,1,0
846749,315819,397852,94,HUL,1,0
1230822,252364,341984,17,HUL,1,0
941949,384699,131606,24,Infosys,1,0
653921,65544,451367,52,Wipro,1,0
17655,494310,339596,89,Bajaj,0,1
1883536,473975,44994,88,Infosys,1,0
854466,139134,159902,58,HUL,1,0
1559946,269201,423693,54,HUL,1,0
497799,98519,140033,36,ICICI,1,0
1450807,321758,171387,66,Bajaj,1,0
107349,366272,264657,30,TCS,0,1
1637177,156053,445332,97,SBI,1,0
323056,33523,218457,13,ICICI,1,0
101848,282422,49821,37,SBI,0,1
701292,281450,133547,22,Reliance,1,0
812480,341627,196941,18,Infosys,1,0
885492,385291,478933,67,TCS,1,0
190318,482924,458234,59,Wipro,0,1
405550,176673,286813,4,Infosys,1,0
1757022,348492,260205,73,ICICI,1,0
1355852,167061,157566,82,Reliance,1,0
281358,49886,251162,94,TCS,1,0
1189416,331057,163954,71,Wipro,1,0
765603,294490,361573,67,Reliance,1,0
1971633,86186,299888,61,ICICI,1,0
895516,315957,132163,35,TCS,1,0
1670702,366723,197679,83,Infosys,1,0
156945,452683,343556,28,HUL,0,1
1098018,164002,12230,1,HUL,1,0
1436186,385971,104681,53,Bajaj,1,0
1168325,265259,153374,32,Bajaj,1,0
1598786,432912,173225,82,Wipro,1,0
931691,100354,262845,17,HDFC,1,0
1315276,473107,105912,72,TCS,1,0
1071763,401844,113738,8,HDFC,1,0
310801,131220,120660,2,TCS,1,0
1728578,409088,218774,66,Maruti,1,0
547200,235132,432230,90,Infosys,1,0
1960380,218818,414454,84,ICICI,1,0
1555002,100634,150487,13,HDFC,1,0
702060,364387,474822,98,Infosys,1,0
1755269,471896,365102,65,Bajaj,1,0
1630764,317784,25272,43,Maruti,1,0
1941019,103999,330696,48,Wipro,1,0
1559812,335754,39982,87,Wipro,1,0
1413087,186889,7838,45,HUL,1,0
311928,266247,461374,95,Reliance,0,1
1430798,135621,158091,48,Wipro,1,0
1771244,105788,484858,98,Wipro,1,0
82929,65989,58159,100,Infosys,1,0
752596,83719,297791,93,Infosys,1,0
1305064,250043,163345,57,HUL,1,0
1777038,108719,318431,79,Reliance,1,0
1303881,126995,373974,45,Reliance,1,0
1311040,283622,106984,8,Reliance,1,0
672873,94090,481394,10,HDFC,1,0
1305962,356922,128754,10,TCS,1,0
283231,205588,288958,46,Wipro,0,1
973888,5569,48632,19,ICICI,1,0
1870376,83868,205156,7,SBI,1,0
538184,143459,169176,46,Reliance,1,0
1100000,10858,414975,83,Infosys,1,0
1284378,46810,299310,74,Maruti,1,0
1476916,260752,474068,68,ICICI,1,0
242310,307660,166189,85,TCS,0,1
119029,146027,334459,47,Infosys,0,1
1381925,247057,165015,58,Infosys,1,0
786575,491917,385068,58,SBI,1,0
661818,465394,206651,33,SBI,1,0
1157504,376698,481942,14,TCS,1,0
125654,72422,411709,87,Bajaj,0,1
543653,262659,383679,72,Bajaj,1,0
932638,406298,346237,92,TCS,1,0
575879,206675,473487,77,Infosys,1,0
1718591,250251,195546,100,HUL,1,0
627200,356165,187364,70,Bajaj,1,0
1241433,168948,380207,10,ICICI,1,0
1980495,459744,478416,63,Bajaj,1,0
1483901,89044,243231,3,TCS,1,0
651253,149151,114280,87,ICICI,1,0
669574,53684,222837,52,Maruti,1,0
1388955,67370,15155,17,ICICI,1,0
963492,164490,238889,100,HUL,1,0
958567,155109,383195,24,Infosys,1,0
1783925,221505,425768,92,SBI,1,0
1852846,465329,400224,30,SBI,1,0
1561412,255150,77623,88,ICICI,1,0
16675,376676,153543,72,Wipro,0,1
1253203,27342,475653,92,Bajaj,1,0
784710,258873,6188,8,Infosys,1,0
438765,258316,2073,51,SBI,1,0
865016,199224,189938,69,TCS,1,0
1119219,183243,10023,65,TCS,1,0
1101004,176269,480273,90,Reliance,1,0
1515328,460152,461701,4,SBI,1,0
1003393,47375,365626,61,HUL,1,0
11442,493623,457057,59,Infosys,0,1
914029,193900,446226,76,HUL,1,0
928576,458809,194863,19,HDFC,1,0
1209223,211179,444203,36,ICICI,1,0
1090751,430642,197186,85,Maruti,1,0
359392,433487,484667,72,Reliance,0,1
718910,132802,210877,11,Wipro,1,0
276223,76612,430116,65,Reliance,0,1
1178307,334157,23944,22,Bajaj,1,0
41658,118235,493280,54,TCS,0,1
658236,333531,286587,39,SBI,1,0
467119,236148,424675,75,ICICI,1,0
823157,492246,442172,63,Infosys,1,0
1462971,15487,140876,9,Wipro,1,0
1652618,184667,392878,63,Wipro,1,0
785184,490696,265446,92,HDFC,1,0
1072309,351564,433125,64,Reliance,1,0
1527718,224132,38719,45,HDFC,1,0
58072,256921,88725,33,Maruti,0,1
944110,353624,17692,18,Reliance,1,0
626826,187068,295991,72,HUL,1,0
234738,350161,151878,57,Maruti,0,1
826257,351172,241767,20,HUL,1,0
385665,369686,308696,81,SBI,1,0
1797910,239364,220383,39,Maruti,1,0
396760,400646,40872,46,Bajaj,0,1
1143740,387187,71381,84,Maruti,1,0
188694,355110,105886,20,Bajaj,0,1
972017,442945,349236,41,Infosys,1,0
1163651,49179,135650,79,Reliance,1,0
1649802,86573,45026,6,Wipro,1,0
1832256,459478,266497,29,ICICI,1,0
1484024,154484,343831,5,TCS,1,0
1376265,477170,417072,54,HDFC,1,0
492949,353498,55255,53,Maruti,1,0
775873,359938,495053,97,Bajaj,1,0
1259627,92669,280016,35,Maruti,1,0
1106668,237578,397427,60,HUL,1,0
1765485,10452,351946,74,Infosys,1,0
263056,317948,253248,32,Infosys,0,1
888907,429559,231636,4,HDFC,1,0
1704030,377374,122604,25,HDFC,1,0
879977,397787,113919,27,TCS,1,0
270070,62906,280266,70,SBI,0,1
1391703,162725,295435,52,Bajaj,1,0
1421857,225853,106844,43,Maruti,1,0
492782,288310,110942,5,HUL,1,0
1969291,100926,202089,58,Reliance,1,0
1455691,494368,32397,26,ICICI,1,0
102835,420375,182033,23,HDFC,0,1
1371940,156840,196837,11,TCS,1,0
734783,73314,410697,50,Maruti,1,0
1447361,449996,24303,72,Wipro,1,0
663004,274342,464946,8,TCS,1,0
1748201,241013,58581,65,Reliance,1,0
1845490,362138,201957,85,Bajaj,1,0
19624,171921,35232,38,Wipro,0,1
1646785,474653,499665,100,SBI,1,0
810976,311098,492398,11,Wipro,1,0
126038,422740,191954,14,Reliance,0,1
903682,148928,78735,39,SBI,1,0
340642,416824,47904,96,Infosys,0,1
1919851,192584,181649,24,HUL,1,0
873582,93996,312928,40,Reliance,1,0
336995,454320,412472,57,ICICI,0,1
234272,365131,459588,59,HUL,0,1
